antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({10000648}),frozenset({10000640}),0.0792559427220283,0.2003583184861871,0.0345913116046177,0.4364506990464888,2.1783507784658216,0.0187117241907945,1.4189382901564058
frozenset({10000602}),frozenset({10000378}),0.181025678387633,0.0903035441076147,0.0337335991469238,0.1863470389802354,2.0635628515107407,0.0173863388140353,1.1180398763033417
frozenset({10000378}),frozenset({10000602}),0.0903035441076147,0.181025678387633,0.0337335991469238,0.3735578650902503,2.0635628515107407,0.0173863388140353,1.3073423321538786
frozenset({10000512}),frozenset({10000378}),0.243728764165502,0.0903035441076147,0.0419841968963393,0.1722578664036153,1.90754270063128,0.0199746256912254,1.0990094849224654
frozenset({10000378}),frozenset({10000512}),0.0903035441076147,0.243728764165502,0.0419841968963393,0.464923025017786,1.9075427006312795,0.0199746256912254,1.413387738950338
"frozenset({10000600, 10000628})",frozenset({10000640}),0.1167224124570315,0.2003583184861871,0.0433989257068676,0.3718131316283741,1.8557409267437384,0.0200126194173256,1.2729360032415655
frozenset({10000640}),"frozenset({10000600, 10000628})",0.2003583184861871,0.1167224124570315,0.0433989257068676,0.2166065578647766,1.8557409267437384,0.0200126194173256,1.127501891176801
frozenset({10000378}),frozenset({10000603}),0.0903035441076147,0.1940331030645834,0.0324884258492677,0.3597691117255744,1.8541635733456583,0.0149665489683378,1.2588691231497575
frozenset({10000603}),frozenset({10000378}),0.1940331030645834,0.0903035441076147,0.0324884258492677,0.1674375420283522,1.8541635733456583,0.0149665489683378,1.0926465001900965
"frozenset({10000600, 10000627})",frozenset({10000640}),0.138235430478928,0.2003583184861871,0.0478616797917646,0.3462330867415386,1.7280694375831875,0.0201650613857923,1.2231296281549215
frozenset({10000640}),"frozenset({10000600, 10000627})",0.2003583184861871,0.138235430478928,0.0478616797917646,0.238880422601791,1.728069437583187,0.0201650613857923,1.1322328253162337
frozenset({10000640}),frozenset({10000628}),0.2003583184861871,0.1941152315161309,0.0665863044183782,0.3323361112304839,1.7120558167166129,0.0276937030392493,1.2070216497242194
frozenset({10000628}),frozenset({10000640}),0.1941152315161309,0.2003583184861871,0.0665863044183782,0.3430246245918364,1.7120558167166129,0.0276937030392493,1.2171562457984273
"frozenset({10000640, 10000600})",frozenset({10000628}),0.1318519303497744,0.1941152315161309,0.0433989257068676,0.3291489596833338,1.6956369529198003,0.0178044577211724,1.2012872009611286
frozenset({10000628}),"frozenset({10000640, 10000600})",0.1941152315161309,0.1318519303497744,0.0433989257068676,0.2235730054148853,1.6956369529198003,0.0178044577211724,1.1181322593170813
frozenset({10000504}),"frozenset({10000600, 10000586})",0.3556214938105614,0.1082505977494154,0.0646609220905665,0.1818251236664879,1.6796685417607282,0.0261646828130331,1.0899251835338457
"frozenset({10000600, 10000586})",frozenset({10000504}),0.1082505977494154,0.3556214938105614,0.0646609220905665,0.5973262359275576,1.6796685417607282,0.0261646828130331,1.6002495411484334
frozenset({10000640}),"frozenset({10000627, 10000628})",0.2003583184861871,0.1181556864017803,0.0391991151321672,0.1956450594531697,1.6558243230705971,0.0155256404851252,1.0963372873655866
"frozenset({10000627, 10000628})",frozenset({10000640}),0.1181556864017803,0.2003583184861871,0.0391991151321672,0.331758177078954,1.6558243230705971,0.0155256404851252,1.1966351911623645
"frozenset({10000504, 10000600})",frozenset({10000586}),0.2093944351350814,0.1867137359835213,0.0646609220905665,0.3087996204333386,1.6538666467505754,0.0255641048123363,1.1766287867584178
frozenset({10000586}),"frozenset({10000504, 10000600})",0.1867137359835213,0.2093944351350814,0.0646609220905665,0.346310472285088,1.6538666467505754,0.0255641048123363,1.2094511711524905
frozenset({10000640}),frozenset({10000629}),0.2003583184861871,0.1309829583463038,0.0430896193611201,0.2150627919353932,1.6419142967193638,0.0168460940765083,1.1071166364968252
frozenset({10000629}),frozenset({10000640}),0.1309829583463038,0.2003583184861871,0.0430896193611201,0.3289711875891223,1.6419142967193636,0.0168460940765083,1.1916651963733924
"frozenset({10000600, 10000566})",frozenset({10000640}),0.1093182676195333,0.2003583184861871,0.0350397064570183,0.3205292877396214,1.5997802844493272,0.0131368821769456,1.176859674869082
frozenset({10000640}),"frozenset({10000600, 10000566})",0.2003583184861871,0.1093182676195333,0.0350397064570183,0.1748852092678847,1.5997802844493272,0.0131368821769456,1.0794640241392044
"frozenset({10000640, 10000600})",frozenset({10000627}),0.1318519303497744,0.2277779617572839,0.0478616797917646,0.3629956699518772,1.5936382394126385,0.0178287158429296,1.2122712543953638
frozenset({10000627}),"frozenset({10000640, 10000600})",0.2277779617572839,0.1318519303497744,0.0478616797917646,0.2101242781457724,1.5936382394126385,0.0178287158429296,1.0990945102252974
frozenset({10000627}),frozenset({10000640}),0.2277779617572839,0.2003583184861871,0.0725320069146857,0.3184329438858292,1.5893173105651823,0.0268947975087852,1.1732399245832432
frozenset({10000640}),frozenset({10000627}),0.2003583184861871,0.2277779617572839,0.0725320069146857,0.3620114575861054,1.589317310565182,0.0268947975087852,1.2104011073943983
frozenset({10000586}),frozenset({10000504}),0.1867137359835213,0.3556214938105614,0.1004987316452845,0.5382503387654041,1.5135483881976168,0.0340993139398739,1.395514843403548
frozenset({10000504}),frozenset({10000586}),0.3556214938105614,0.1867137359835213,0.1004987316452845,0.282600274152214,1.5135483881976168,0.0340993139398739,1.1336584538771308
frozenset({10000602}),frozenset({10000512}),0.181025678387633,0.243728764165502,0.064898697204321,0.3585054771365222,1.4709198496287537,0.0207775323286815,1.178920799601974
frozenset({10000512}),frozenset({10000602}),0.243728764165502,0.181025678387633,0.064898697204321,0.2662742636328803,1.4709198496287537,0.0207775323286815,1.1161859002893053
"frozenset({10000602, 10000603})",frozenset({10000512}),0.1188120516879383,0.243728764165502,0.0418722637647947,0.3524243809438864,1.44596958898366,0.0129143492389257,1.1678500758518608
frozenset({10000512}),"frozenset({10000602, 10000603})",0.243728764165502,0.1188120516879383,0.0418722637647947,0.1717986135455136,1.44596958898366,0.0129143492389257,1.0639778714744847
frozenset({10000512}),frozenset({10000603}),0.243728764165502,0.1940331030645834,0.0683189498155421,0.2803072917940482,1.4446364427865108,0.0210275013984137,1.119876424682041
frozenset({10000603}),frozenset({10000512}),0.1940331030645834,0.243728764165502,0.0683189498155421,0.3520994548688033,1.4446364427865106,0.0210275013984137,1.167264391915825
"frozenset({10000600, 10000640})",frozenset({10000566}),0.1318519303497744,0.1865388818608717,0.0350397064570183,0.2657504244652742,1.4246382406402631,0.0104441947983738,1.1078809511693837
frozenset({10000566}),"frozenset({10000600, 10000640})",0.1865388818608717,0.1318519303497744,0.0350397064570183,0.1878413020785252,1.4246382406402631,0.0104441947983738,1.0689389547535997
"frozenset({10000603, 10000604})",frozenset({10000512}),0.089614724836571,0.243728764165502,0.0307412092752164,0.3430374788437803,1.4074558660250844,0.0088995231397674,1.1511634400444946
frozenset({10000512}),"frozenset({10000603, 10000604})",0.243728764165502,0.089614724836571,0.0307412092752164,0.1261287701534556,1.4074558660250842,0.0088995231397674,1.0417842401371844
frozenset({10000512}),frozenset({10000604}),0.243728764165502,0.1349761231396912,0.0456819641946444,0.1874295155561715,1.3886123797035903,0.0127844005099568,1.064552421507634
frozenset({10000604}),frozenset({10000512}),0.1349761231396912,0.243728764165502,0.0456819641946444,0.338444779210073,1.3886123797035903,0.0127844005099568,1.1431717445015033
frozenset({10000566}),frozenset({10000640}),0.1865388818608717,0.2003583184861871,0.0507878370412563,0.2722640799312602,1.3588858300886084,0.0134132203393185,1.0988074924737548
frozenset({10000640}),frozenset({10000566}),0.2003583184861871,0.1865388818608717,0.0507878370412563,0.2534850433213115,1.3588858300886084,0.0134132203393185,1.0896782587696423
frozenset({10000627}),"frozenset({10000600, 10000566})",0.2277779617572839,0.1093182676195333,0.0328897955398952,0.1443941076922182,1.3208598236733988,0.0079895033586806,1.04099532318329
"frozenset({10000600, 10000566})",frozenset({10000627}),0.1093182676195333,0.2277779617572839,0.0328897955398952,0.3008627584034122,1.3208598236733988,0.0079895033586806,1.104535693849219
frozenset({10000600}),"frozenset({10000640, 10000566})",0.525124020585099,0.0507878370412563,0.0350397064570183,0.0667265352249106,1.3138290408135902,0.008369793273093,1.0170782721091245
"frozenset({10000640, 10000566})",frozenset({10000600}),0.0507878370412563,0.525124020585099,0.0350397064570183,0.6899231882734966,1.3138290408135902,0.008369793273093,1.531478528725828
"frozenset({10000600, 10000627})",frozenset({10000566}),0.138235430478928,0.1865388818608717,0.0328897955398952,0.2379259458009122,1.2754764230782034,0.0071035129047997,1.0674305386161538
frozenset({10000566}),"frozenset({10000600, 10000627})",0.1865388818608717,0.138235430478928,0.0328897955398952,0.1763160324099388,1.2754764230782034,0.0071035129047997,1.046232054318633
frozenset({10000600}),"frozenset({10000504, 10000640})",0.525124020585099,0.0735380804461429,0.0489154408112171,0.0931502633543882,1.266694245882698,0.0102988283412281,1.0216267173223093
"frozenset({10000504, 10000640})",frozenset({10000600}),0.0735380804461429,0.525124020585099,0.0489154408112171,0.6651715752499323,1.266694245882698,0.0102988283412281,1.4182666234784924
frozenset({10000600}),frozenset({10000648}),0.525124020585099,0.0792559427220283,0.0526304285912983,0.1002247593485762,1.2645709066901292,0.0110112292938445,1.0233045050354652
frozenset({10000648}),frozenset({10000600}),0.0792559427220283,0.525124020585099,0.0526304285912983,0.6640565588360646,1.264570906690129,0.0110112292938445,1.4135593115603309
frozenset({10000600}),"frozenset({10000640, 10000627})",0.525124020585099,0.0725320069146857,0.0478616797917646,0.0911435735475147,1.2565979823875617,0.0097733806996186,1.0204780052064717
"frozenset({10000640, 10000627})",frozenset({10000600}),0.0725320069146857,0.525124020585099,0.0478616797917646,0.6598697847704798,1.2565979823875617,0.0097733806996186,1.39615934766176
frozenset({10000640}),frozenset({10000600}),0.2003583184861871,0.525124020585099,0.1318519303497744,0.658080639456277,1.2531908914070171,0.026638964588638,1.3888537304812143
frozenset({10000600}),frozenset({10000640}),0.525124020585099,0.2003583184861871,0.1318519303497744,0.2510872197445159,1.253190891407017,0.026638964588638,1.0677367279551873
frozenset({10000600}),"frozenset({10000640, 10000628})",0.525124020585099,0.0665863044183782,0.0433989257068676,0.082645097168688,1.24117260885074,0.0084328578147855,1.0175055397869963
"frozenset({10000640, 10000628})",frozenset({10000600}),0.0665863044183782,0.525124020585099,0.0433989257068676,0.651769550599797,1.24117260885074,0.0084328578147855,1.3636831019023008
"frozenset({10000504, 10000627})",frozenset({10000600}),0.0825331328692634,0.525124020585099,0.0535119847929899,0.6483697265891455,1.2346982830203137,0.0101718542291981,1.3504979955467111
frozenset({10000600}),"frozenset({10000504, 10000627})",0.525124020585099,0.0825331328692634,0.0535119847929899,0.1019035174459669,1.2346982830203137,0.0101718542291981,1.0215682668321084
"frozenset({10000627, 10000566})",frozenset({10000600}),0.051102441996781,0.525124020585099,0.0328897955398952,0.643605163564726,1.2256250682412395,0.0060546757368287,1.33244348926235
frozenset({10000600}),"frozenset({10000627, 10000566})",0.525124020585099,0.051102441996781,0.0328897955398952,0.0626324339595988,1.2256250682412393,0.0060546757368287,1.0123003956831176
"frozenset({10000504, 10000586})",frozenset({10000600}),0.1004987316452845,0.525124020585099,0.0646609220905665,0.6434003796066854,1.2252350956823526,0.0118866240652917,1.3316783088303137
frozenset({10000600}),"frozenset({10000504, 10000586})",0.525124020585099,0.1004987316452845,0.0646609220905665,0.1231345730833653,1.2252350956823523,0.0118866240652917,1.025814498716954
frozenset({10000628}),frozenset({10000566}),0.1941152315161309,0.1865388818608717,0.0441824576276799,0.2276094322047488,1.2201715263550748,0.0079724193884966,1.0531732934817042
frozenset({10000566}),frozenset({10000628}),0.1865388818608717,0.1941152315161309,0.0441824576276799,0.2368538783278062,1.2201715263550748,0.0079724193884966,1.056003228736886
frozenset({10000600}),"frozenset({10000504, 10000628})",0.525124020585099,0.0682944437453223,0.0437122060099481,0.0832416806247855,1.218864611229622,0.0078491531267816,1.0163044463994064
"frozenset({10000504, 10000628})",frozenset({10000600}),0.0682944437453223,0.525124020585099,0.0437122060099481,0.6400550851977926,1.218864611229622,0.0078491531267816,1.3193018150453637
frozenset({10000600}),frozenset({10000302}),0.525124020585099,0.07424941880874,0.0473867918904777,0.0902392387948257,1.2153527965959443,0.0083966385595252,1.0175758514413216
frozenset({10000302}),frozenset({10000600}),0.07424941880874,0.525124020585099,0.0473867918904777,0.6382109469778063,1.2153527965959443,0.0083966385595252,1.3125769711605124
frozenset({10000627}),frozenset({10000566}),0.2277779617572839,0.1865388818608717,0.051102441996781,0.2243520031636552,1.2027090595031336,0.0086129956980289,1.0487503628669357
frozenset({10000566}),frozenset({10000627}),0.1865388818608717,0.2277779617572839,0.051102441996781,0.2739506181606436,1.2027090595031331,0.0086129956980289,1.0635943746503675
"frozenset({10000504, 10000566})",frozenset({10000600}),0.0693833080545491,0.525124020585099,0.0434684699601941,0.6264975132926678,1.193046763685686,0.0070336282730948,1.2714131667535662
frozenset({10000600}),"frozenset({10000504, 10000566})",0.525124020585099,0.0693833080545491,0.0434684699601941,0.0827775311282868,1.1930467636856856,0.0070336282730948,1.014603025469071
frozenset({10000504}),frozenset({10000648}),0.3556214938105614,0.0792559427220283,0.0336223283416013,0.0945452649144764,1.1929107353636792,0.0054372115974293,1.016885794065679
frozenset({10000648}),frozenset({10000504}),0.0792559427220283,0.3556214938105614,0.0336223283416013,0.4242246976926869,1.1929107353636792,0.0054372115974293,1.1191492646648975
frozenset({10000640}),"frozenset({10000504, 10000600})",0.2003583184861871,0.2093944351350814,0.0489154408112171,0.2441398050293051,1.1659326326977566,0.0069615238871872,1.0459679847217922
