InvoiceNumber,InvoiceDate,CustomerCode,ProductCode,BaseQty,NetAmount,DiscountAmount,UnitPrice,ProductNameTH,GroupNameLevel1,GroupNameLevel2
HSV92C01821,20220507,KCS001557,10000600,10,98.13,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSW42C02627,20220614,BBD001541,10000600,10,98.13,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSZ51C02070,20220519,KNB009453,10000600,10,98.13,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSU01C01587,20220505,HTW011243,10000600,10,98.13,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSQ41C03388,20220721,KCM001607,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HST24C01937,20220512,EKR000527,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSQ48C02312,20220708,KCM001852,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSV92C02622,20220708,KCS001557,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSA04C03230,20220629,FMK004919,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSV87C02695,20220620,KCS003953,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSNN7C02059,20220518,ACW005539,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSB94C02568,20220704,BWP001535,10000648,10,98.13,0.0,10.5,เอ็ม-150 เทอร์ปีน 150มล. 1x5x10,M-150,ENERGY DRINK
HSB87C02332,20220519,BBW015856,10000603,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO06C00937,20220305,BBW013370,10000603,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV87C01094,20220318,KCS005548,10000603,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO01C01425,20220411,BBW007873,10000603,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAO4C01335,20220725,KNB007044,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSXX9C02525,20220707,BVD004710,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV85C03973,20220703,KCS007721,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HS792209566,20220620,STW028275,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV88C02396,20220606,KCS002131,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
IVA582201056,20220422,ASC001137,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO06C02830,20220625,BBW013370,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSZ51C02785,20220704,KNB004432,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSZ51C02289,20220602,KNB010444,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSW45C03237,20220530,BBD005064,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSA04C03179,20220627,FMK005932,10000504,20,158.88,0.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
IVVV62203547,20220628,ARP001397,10000420,12,183.18,0.0,16.33,คาลพิส ออริจินัล 300 มล. 1x4x6 SBM,CALPIS LACTO,REFRESHMENT
HSA04C03209,20220629,FMK003262,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSO06C00481,20220203,BBW011668,10000399,20,196.26,0.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSO06C02511,20220609,BBW011501,10000399,20,196.26,0.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
IVA582201717,20220617,ASC002153,10000600,20,196.26,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HST79C01084,20220427,BBD000264,10000600,20,196.26,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSV64C01913,20220419,EKP000150,10000600,20,196.26,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSV63C02211,20220421,EKP003339,10000640,20,196.26,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSZ51C00904,20220303,KNB010444,10000602,20,249.22,3.33,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSA78C00228,20220311,ACW004521,10000602,20,249.22,3.33,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSW43C01270,20220324,BBD001397,10000603,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO89C01673,20220718,KMC002648,10000627,20,249.22,3.33,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HST21C02701,20220622,EKR000437,10000628,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSS92C02139,20220623,PET013075,10000627,30,373.83,5.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSS21C02509,20220629,KNS028027,10000628,30,373.83,5.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAO4C00569,20220523,KNB007044,10000629,30,373.83,5.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSU01C02081,20220606,HTW011243,10000629,30,373.83,5.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HS792203839,20220322,STW004697,10000378,40,392.52,0.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSNN7C01221,20220413,ACW006654,10000504,50,392.52,5.0,8.5,โสมอินซัม น้ำตาล 6% 100 มล.(1x5x10),SOM IN SUM,ENERGY DRINK
HSNN7C00219,20220218,ACW000182,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO01C00775,20220225,BBW011918,10000378,50,401.87,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSV83C01295,20220327,KCS007269,10000378,50,485.98,5.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO10C01703,20220521,BBW018298,10000399,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ฉลากใหม่ 100มล. 1x5x10,LIPO,ENERGY DRINK
HSS86C02851,20220711,PET008214,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSW42C00821,20220217,BBD001541,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSS86C02248,20220530,PET008214,10000512,50,485.98,5.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSR65C03287,20220726,JTG003537,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO06C03156,20220713,BBW021050,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HST21C02138,20220526,EKR000437,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSB87C01451,20220326,BBW015956,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO06C02633,20220616,BBW013677,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSP89C00850,20220209,PCP001824,10000603,10,124.62,1.66,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
IVA542200781,20220303,ASC000603,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSS92C01415,20220425,PET013075,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSR61C02653,20220623,JTG000622,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSU01C01977,20220530,HTW011243,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAH5C01953,20220803,JBO003753,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HS792208885,20220611,STW000333,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HST79C02350,20220730,BBD000264,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSZ52C01857,20220430,KNB003754,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV83C00999,20220223,KCS000253,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO02C01422,20220227,BBW021082,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAA2C00433,20220301,ACW004430,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAA2C00131,20220210,ACW003166,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSA04C00391,20220202,FMK001873,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSU01C01522,20220427,HTW011204,10000604,10,126.17,0.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV92C02411,20220617,KCS001557,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSA04C03830,20220727,FMK003262,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO04C03027,20220616,BBW012211,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSP84C03355,20220721,STW006667,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV83C02998,20220714,KCS000253,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSB88C03601,20220708,BBW020502,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSU16C03488,20220710,HTW006695,10000629,10,126.17,0.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV92C01818,20220506,KCS010490,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSNN7C00219,20220218,ACW000182,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
IVA582201635,20220608,ASC002528,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO01C01554,20220422,BBW011918,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSAA2C00532,20220308,ACW004759,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSP84C02064,20220512,STW006667,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSB87C00743,20220209,BBW015856,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO41C00332,20220203,JSS004949,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAA2C01355,20220503,ACW004430,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV85C01035,20220301,KCS006132,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSA82C01619,20220402,ACW000643,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSW42C00691,20220210,BBD001541,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO04C01082,20220302,BBW012251,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO04C00597,20220208,BBW020574,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSU01C01522,20220427,HTW011204,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV64C01005,20220228,EKP002454,10000604,10,126.17,0.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSS86C02744,20220704,PET002659,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAG8C01821,20220727,STW002747,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSR61C02826,20220707,JTG000622,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSZ51C01833,20220505,KNB010444,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAZ2C01400,20220503,ACW004552,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAA3C01543,20220504,ACW000187,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO48C02606,20220728,JSS004895,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO47C02701,20220728,JSS006097,10000629,10,126.17,0.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSB88C02289,20220506,BBW020502,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO10C02371,20220624,BBW018403,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSZ51C00592,20220208,KNB007044,10000578,12,130.84,0.0,11.67,ยันฮี วิตามิน วอเตอร์ 460ML 1x12,YANHEE,REFRESHMENT
HSO03C03386,20220716,BBW013829,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO03C03742,20220729,BBW013829,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO41C02424,20220721,JSS003133,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HST21C01676,20220428,EKR000437,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSS86C02237,20220528,PET002659,10000600,50,485.98,5.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HST24C03551,20220728,EKR000527,10000640,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSR61C02480,20220608,JTG003505,10000640,50,485.98,5.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
IVA582201613,20220606,ASC000959,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO43C01714,20220622,JSS004726,10000600,100,971.96,10.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSAH2C00810,20220614,JSS004888,10000640,100,971.96,10.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSAA1C00277,20220224,ACW003146,10000378,250,1985.98,50.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSAA2C00309,20220221,ACW007039,10000378,250,1985.98,50.0,10.5,เอ็ม-150 วิตามิน บี6 บี12 150 มล. 1x5x10,M-150,ENERGY DRINK
HSO04C02042,20220423,BBW012271,10000600,250,2406.54,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
IVU932200101,20220310,ASC002867,10000600,250,2406.54,50.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSU01C00967,20220311,HTW011204,10000600,10,98.13,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSA04C02054,20220503,FMK004919,10000600,10,98.13,0.0,10.5,เอ็ม-150 ไฮ วิตามินบี12 150มล. 1x5x10,M-150,ENERGY DRINK
HSO48C01542,20220502,JSS002871,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSBQ9C00249,20220724,BVD003209,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSZ52C03304,20220716,KNB003754,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSW42C02627,20220614,BBD001541,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSU11C03504,20220725,HTW011362,10000640,10,98.13,0.0,10.5,ลิโพวิตัน-ดี ราฟเฟิล2022 100มล 1X5X10,LIPO,ENERGY DRINK
HSO03C03164,20220704,BBW013791,10000648,10,98.13,0.0,10.5,เอ็ม-150 เทอร์ปีน 150มล. 1x5x10,M-150,ENERGY DRINK
HSU01C02846,20220711,HTW010874,10000648,10,98.13,0.0,10.5,เอ็ม-150 เทอร์ปีน 150มล. 1x5x10,M-150,ENERGY DRINK
HSO01C02654,20220713,BBW003432,10000648,10,98.13,0.0,10.5,เอ็ม-150 เทอร์ปีน 150มล. 1x5x10,M-150,ENERGY DRINK
HSO01C00718,20220222,BBW003428,10000602,10,124.61,1.67,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAG8C00836,20220526,STW002760,10000602,10,124.61,1.67,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO89C00452,20220218,KMC002648,10000602,10,124.61,1.67,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAH1C00095,20220418,BBW021058,10000603,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO89C00869,20220506,KMC000606,10000603,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
IVA582200573,20220318,ASC001112,10000603,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSZ41C02277,20220525,KNB000191,10000604,10,124.61,1.67,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV88C03252,20220724,KCS000755,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO89C01089,20220527,KMC003451,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAG8C00858,20220527,STW028293,10000627,10,124.61,1.67,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAO4C01281,20220720,KNB002023,10000628,10,124.61,1.67,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAO4C01175,20220711,KNB003441,10000624,10,124.62,1.66,13.5,ซี-วิท เลมอน 0% น้ำตาล 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV94C00387,20220307,KCS007624,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO09C01275,20220327,BBW008729,10000604,10,124.62,1.66,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSAA2C01244,20220427,ACW000221,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV88C03265,20220725,KCS002383,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAA3C01929,20220525,ACW007853,10000629,10,124.62,1.66,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSO10C01670,20220518,BBW018298,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSS86C00533,20220207,PET008214,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSU01C00667,20220210,HTW011204,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSA04C00993,20220302,FMK004919,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV88C00957,20220226,KCS007330,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO09C00519,20220206,BBW008729,10000602,10,126.17,0.0,13.5,ซี-วิท เลมอน 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSO04C02227,20220504,BBW012251,10000603,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSA04C00696,20220216,FMK004919,10000604,10,126.17,0.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HSV88C00961,20220226,KCS003771,10000604,10,126.17,0.0,13.5,ซี-วิท ทับทิม 140 มล. 1x3x10,C-VITT,REFRESHMENT
HST79C02440,20220804,BBD000264,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSBQ9C00249,20220724,BVD003209,10000627,10,126.17,0.0,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HST79C02159,20220716,BBD002756,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
IVA562202626,20220802,ASC000466,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSV94C01598,20220510,KCS007624,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HST79C01688,20220615,BBD001134,10000628,10,126.17,0.0,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HSAM1C00336,20220430,ACW003146,10000629,10,126.17,0.0,13.5,ซี-วิท ทับทิม 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
IVA542202112,20220602,ASC000603,10000586,20,158.88,0.0,8.5,เอ็ม-150  กระชายดำ BK 100มล. 1x5x10,M-150,ENERGY DRINK
IVA592202806,20220727,ASC006226,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSO01C02784,20220729,BBW011277,10000566,24,183.18,8.0,8.5,เอ็มเกลือแร่ 250มล เหลือง 1x24,M-ELECTROLYTE,SPORT DRINK
HSO06C03016,20220706,BBW013367,10000512,20,196.26,0.0,10.5,ลิโพวิตัน-ดี 100มล 1X5X10,LIPO,ENERGY DRINK
HSA04C03230,20220629,FMK004919,10000627,20,249.22,3.33,13.5,ซี-วิท เลมอน 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
HST21C02028,20220521,EKR000437,10000628,20,249.22,3.33,13.5,ซี-วิท ออเร้นจ์ 10ปี 140มล 1x3x10,C-VITT,REFRESHMENT
